id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
218,madrid,chamberí,Alquiler,piso,516424.0,88.1,3,1,buen estado,1975,segundo,1,1,0,,0,6.75,2025-03-20
219,madrid,salamanca,Venta,piso,428688.0,71.1,3,2,buen estado,1964,séptimo,1,1,0,0,0,7.99,2025-01-04
220,madrid,chamberí,Venta,estudio,464667.0,87.9,1,1,obra nueva,2022,noveno,1,1,1,1,0,4.52,2024-10-30
221,madrid,salamanca,Venta,dúplex,248761.0,48.3,5,2,buen estado,1955,primero,1,1,0,1,1,4.12,2024-12-17
222,madrid,centro,Venta,piso,556424.0,99.1,2,1,buen estado,1978,cuarto,1,0,1,0,0,5.27,2024-12-03
223,madrid,tetuán,Venta,piso,386430.0,74.5,3,,buen estado,2003,ático,1,1,1,1,0,5.2,2025-03-09
224,madrid,centro,Venta,piso,531639.0,76.7,3,1,buen estado,1986,noveno,,0,0,0,0,5.15,
225,madrid,salamanca,Venta,ático,449281.0,89.3,4,1,obra nueva,2020,cuarto,0,1,1,1,0,2.79,2024-12-31
226,madrid,salamanca,Venta,estudio,303047.0,66.6,1,1,buen estado,1979,sexto,1,0,0,0,0,8.57,2025-02-22
227,madrid,arganzuela,Venta,piso,183902.0,39.4,3,1,buen estado,1990,quinto,1,1,0,0,0,6.2,2024-10-27
228,madrid,centro,Alquiler,piso,414811.0,86.7,4,1,buen estado,1979,primero,1,0,0,0,0,5.35,2024-12-28
229,madrid,tetuán,Venta,piso,409542.0,79.0,1,1,buen estado,1974,cuarto,0,0,0,0,1,3.28,2024-11-07
230,madrid,centro,Venta,piso,282066.0,57.3,2,1,obra nueva,2022,séptimo,1,1,1,0,0,5.72,2025-04-03
231,madrid,retiro,Venta,dúplex,581936.0,109.2,,1,buen estado,2005,noveno,1,0,0,0,0,5.95,2025-01-19
232,madrid,tetuán,Venta,ático,275043.0,62.4,1,1,obra nueva,2019,quinto,1,1,0,0,1,3.04,2024-11-21
233,madrid,salamanca,Venta,piso,280691.0,48.8,2,1,buen estado,1992,quinto,0,1,0,0,1,6.28,2025-01-06
234,madrid,arganzuela,Alquiler,estudio,,,1,1,buen estado,2010,primero,1,0,0,0,0,5.6,2024-11-15
235,madrid,retiro,Venta,estudio,367958.0,86.8,1,1,obra nueva,2023,primero,1,1,1,1,0,6.2,
236,madrid,arganzuela,Venta,dúplex,456286.0,94.2,1,1,obra nueva,2021,ático,1,1,0,1,1,7.9,2025-03-02
237,madrid,arganzuela,Venta,estudio,412170.0,87.5,1,1,reformado,1983,ático,1,0,1,1,,3.99,2024-12-28
238,madrid,chamberí,Venta,piso,,,2,1,buen estado,2006,cuarto,1,0,0,0,0,4.27,2025-03-09
239,madrid,salamanca,Venta,piso,328418.0,70.0,1,1,buen estado,1985,bajo,,1,0,0,0,4.83,2024-10-23
240,madrid,retiro,Alquiler,piso,335966.0,70.7,2,1,reformado,1968,primero,0,,1,1,1,4.98,2025-03-15
241,madrid,tetuán,Venta,piso,482933.0,93.9,4,1,buen estado,1986,bajo,0,0,0,0,0,5.84,2025-02-01
242,madrid,tetuán,Venta,piso,175747.0,39.4,1,1,buen estado,1994,segundo,1,0,0,0,0,5.58,2024-10-24
243,madrid,centro,Venta,ático,560429.0,99.6,3,1,buen estado,1983,primero,0,0,0,0,0,2.21,2025-02-15
244,madrid,arganzuela,Venta,piso,552083.0,100.4,,1,buen estado,1979,séptimo,1,1,0,0,1,,2025-02-20
245,madrid,tetuán,Venta,piso,153073.0,30.0,1,1,reformado,2003,sexto,1,0,0,0,1,5.98,2025-01-21
246,madrid,retiro,Venta,piso,341288.0,64.0,1,1,buen estado,1977,quinto,1,1,,1,1,5.65,2024-10-25
247,madrid,retiro,Venta,estudio,385475.0,71.9,1,1,buen estado,2001,ático,1,1,0,0,0,1.47,2025-03-12
248,madrid,chamberí,Venta,piso,448972.0,93.0,3,1,buen estado,1976,quinto,1,0,0,0,0,4.72,2024-12-27
249,madrid,arganzuela,Venta,piso,277842.0,59.8,2,1,buen estado,1977,primero,0,0,0,1,0,4.73,
250,madrid,tetuán,Venta,dúplex,417838.0,68.1,1,1,obra nueva,2023,ático,1,1,0,0,0,4.31,2025-02-20
251,madrid,salamanca,Venta,piso,255779.0,48.0,2,1,buen estado,2003,quinto,0,1,0,1,0,,2024-12-27
252,madrid,chamberí,Alquiler,piso,406475.0,78.1,4,2,obra nueva,2019,tercero,1,1,1,1,1,6.2,2024-11-13
253,madrid,chamberí,Venta,dúplex,518061.0,92.3,,1,buen estado,1997,octavo,0,0,0,0,1,5.64,2025-02-20
254,madrid,salamanca,Venta,ático,377058.0,80.2,1,1,buen estado,1993,noveno,1,1,0,1,1,5.73,2025-01-13
255,madrid,chamberí,Venta,dúplex,493273.0,97.8,1,1,obra nueva,2019,séptimo,,1,1,0,0,4.19,
256,madrid,centro,Venta,estudio,420409.0,89.3,1,,a reformar,1967,noveno,0,0,0,0,1,6.03,2024-12-20
257,madrid,arganzuela,Alquiler,piso,341378.0,77.97464775048144,,1,buen estado,1977,séptimo,1,1,0,0,1,5.27,2024-11-27
258,madrid,retiro,Venta,piso,508117.0,95.6,2,2,buen estado,2006,cuarto,1,1,0,1,1,6.18,2025-01-14
259,madrid,tetuán,Venta,chalet,240133.0,47.8,1,,obra nueva,2022,segundo,1,1,1,0,0,4.39,2024-12-12
260,madrid,salamanca,Venta,ático,454914.0,99.8,1,1,buen estado,1974,primero,1,0,1,1,0,2.69,2025-02-18
261,madrid,salamanca,Venta,dúplex,482022.0,82.9,2,1,buen estado,1992,octavo,0,0,0,0,0,3.82,2024-11-15
262,madrid,centro,Venta,ático,,,4,1,obra nueva,2020,bajo,1,1,0,1,0,3.59,2025-01-23
263,madrid,salamanca,Venta,piso,,,1,1,buen estado,1981,primero,1,0,0,0,0,3.37,2025-01-12
264,madrid,chamberí,Venta,ático,427711.0,82.5,3,1,obra nueva,2023,quinto,1,0,0,1,0,6.34,
265,madrid,chamberí,Venta,ático,390031.0,84.4,2,1,buen estado,1983,segundo,1,0,,0,0,2.58,2025-04-07
266,madrid,centro,Venta,piso,510349.0,86.5,3,2,buen estado,1968,cuarto,1,0,1,0,0,7.78,2024-12-03
267,madrid,chamberí,Venta,estudio,257845.0,57.5,1,1,buen estado,1992,primero,1,1,0,1,0,8.79,2024-12-21
268,madrid,chamberí,Venta,piso,192590.0,52.1,3,1,buen estado,2003,noveno,1,1,0,1,0,7.56,2025-02-03
269,madrid,salamanca,Venta,ático,347656.0,64.5,1,1,buen estado,1969,bajo,1,0,0,0,0,3.67,2025-03-19
270,madrid,tetuán,Venta,estudio,331844.0,62.8,1,1,buen estado,1991,bajo,0,0,0,0,0,,2025-03-15
271,madrid,retiro,Venta,piso,362283.0,66.5,2,2,buen estado,1975,primero,1,0,0,0,1,3.25,2025-02-20
272,madrid,retiro,Venta,piso,294370.0,49.8,3,1,buen estado,1976,octavo,0,0,0,1,0,6.32,2025-02-27
273,madrid,salamanca,Venta,piso,373330.0,59.4,,1,buen estado,1980,quinto,0,0,1,0,0,5.35,2024-12-12
274,madrid,arganzuela,Venta,dúplex,,,1,1,buen estado,1994,ático,0,1,1,0,,4.53,2025-03-18
275,madrid,salamanca,Alquiler,estudio,435196.0,86.9,1,1,buen estado,1995,bajo,0,1,0,0,0,5.33,2025-01-07
276,madrid,tetuán,Venta,estudio,366570.0,68.4,1,1,obra nueva,2023,séptimo,,0,,1,0,3.75,2025-04-05
277,madrid,centro,Venta,dúplex,418043.0,90.6,,1,buen estado,1974,séptimo,0,1,0,0,0,3.85,2024-10-18
278,madrid,retiro,Venta,dúplex,309504.0,65.6,1,,reformado,2009,quinto,0,0,0,1,1,5.52,2024-12-27
279,madrid,tetuán,Venta,dúplex,,,3,1,buen estado,1977,bajo,1,0,1,0,0,4.0,2025-03-23
280,madrid,chamberí,Venta,ático,552153.0,98.8,2,1,buen estado,1986,ático,0,0,1,0,0,6.69,2025-01-01
281,madrid,retiro,Venta,piso,179531.0,39.3,5,1,reformado,2001,séptimo,0,0,0,0,1,9.64,2025-01-15
282,madrid,retiro,Alquiler,piso,366033.0,77.5,2,1,buen estado,2020,octavo,1,0,,1,0,3.93,2024-12-16
283,madrid,salamanca,Alquiler,piso,561384.0,93.0,4,1,buen estado,1987,segundo,0,0,0,1,0,4.02,2025-02-25
284,madrid,retiro,Venta,piso,412563.0,75.0,4,3,buen estado,2009,cuarto,1,1,,0,0,3.77,2025-01-31
285,madrid,tetuán,Alquiler,piso,407557.0,98.0,2,1,buen estado,1992,séptimo,1,0,0,1,0,7.2,2024-10-19
286,madrid,arganzuela,Alquiler,piso,388114.0,91.6,2,1,a reformar,1985,cuarto,0,0,0,1,0,5.63,2025-03-21
287,madrid,salamanca,Venta,estudio,390487.0,70.1,,1,buen estado,1970,ático,1,0,0,0,1,4.33,2024-11-18
288,madrid,salamanca,Venta,estudio,324015.0,69.2,1,1,obra nueva,2018,segundo,0,0,0,0,1,6.29,2024-10-26
289,madrid,chamberí,Alquiler,piso,453806.0,84.7,,1,buen estado,2009,noveno,0,0,0,1,0,5.79,2024-10-17
290,madrid,tetuán,Venta,piso,616610.0,99.3,3,,buen estado,1976,séptimo,1,0,0,0,0,3.64,2024-10-28
291,madrid,tetuán,Venta,piso,427900.0,82.5,4,1,buen estado,2002,cuarto,0,1,0,0,0,5.14,2024-12-11
292,madrid,salamanca,Venta,piso,,73.1,3,2,buen estado,1992,octavo,1,1,0,1,1,5.54,2024-11-08
293,madrid,retiro,Alquiler,estudio,296755.0,57.4,1,1,buen estado,1989,noveno,0,1,1,0,,4.09,2024-12-21
294,madrid,arganzuela,Alquiler,piso,415342.0,83.3,3,1,buen estado,1975,primero,1,1,0,0,,8.27,2025-02-01
295,madrid,chamberí,Alquiler,piso,368896.0,62.6,2,1,buen estado,1982,ático,0,0,0,0,0,3.89,2024-12-29
296,madrid,arganzuela,Venta,piso,251683.0,53.1,3,1,buen estado,1958,cuarto,1,1,0,,0,,2024-11-18
297,madrid,arganzuela,Alquiler,estudio,555033.0,113.2,1,1,buen estado,1970,quinto,1,0,0,0,0,7.01,2025-02-16
298,madrid,chamberí,Venta,piso,216165.0,44.8,1,1,buen estado,1967,séptimo,0,1,0,0,1,6.1,2024-10-15
299,madrid,retiro,Venta,piso,561180.0,106.5,7,2,obra nueva,2022,segundo,0,1,1,0,1,4.22,
300,madrid,salamanca,Venta,piso,348249.0,59.3,1,1,obra nueva,2021,octavo,1,1,1,1,1,3.16,2025-01-22
301,madrid,centro,Alquiler,piso,333611.0,110.1,2,1,a reformar,1991,ático,0,1,0,0,0,0.5,2024-10-27
302,madrid,centro,Venta,piso,463539.0,85.9,4,2,buen estado,1985,octavo,1,1,1,1,0,8.31,2025-03-21
303,madrid,tetuán,Venta,chalet,423002.0,86.0,3,1,buen estado,1973,bajo,1,0,0,0,0,5.88,2024-11-09
304,madrid,tetuán,Venta,piso,,88.6,5,1,buen estado,1980,tercero,0,1,0,1,0,,2025-01-05
305,madrid,tetuán,Alquiler,dúplex,,,1,1,buen estado,2000,ático,,0,0,0,0,5.23,2025-02-27
306,madrid,retiro,Venta,piso,328889.0,59.5,4,1,buen estado,1963,octavo,1,0,1,0,0,7.87,2025-03-22
307,madrid,chamberí,Venta,piso,172982.0,39.8,2,1,buen estado,2009,noveno,1,0,0,1,0,4.49,2025-03-12
308,madrid,retiro,Alquiler,piso,525843.0,104.3,2,2,obra nueva,2018,primero,1,1,0,0,0,4.42,2024-10-20
309,madrid,arganzuela,Alquiler,piso,261765.0,61.7,4,2,buen estado,1997,noveno,1,0,0,1,0,6.24,2025-01-23
310,madrid,tetuán,Venta,piso,215474.0,40.7,1,1,buen estado,2009,cuarto,1,1,,0,0,4.69,2025-03-22
311,madrid,retiro,Venta,dúplex,231118.0,43.6,4,1,buen estado,2011,cuarto,1,1,0,0,1,6.87,
312,madrid,salamanca,Venta,piso,333587.0,81.1,5,2,buen estado,1964,séptimo,1,0,0,1,0,3.54,2024-11-30
313,madrid,retiro,Venta,piso,,,2,2,obra nueva,2023,quinto,1,,1,0,0,5.36,2025-01-19
314,madrid,chamberí,Alquiler,piso,425229.0,89.6,1,1,buen estado,1971,tercero,0,0,1,0,0,2.84,2025-02-05
315,madrid,salamanca,Venta,piso,484614.0,81.2,2,2,buen estado,2002,cuarto,1,0,0,1,0,4.0,2025-01-15
316,madrid,tetuán,Venta,chalet,451021.0,97.9,1,1,reformado,1981,quinto,1,1,0,1,0,5.84,2025-03-05
317,madrid,arganzuela,Venta,dúplex,391944.0,71.3,4,,buen estado,1973,octavo,0,1,0,0,,3.81,2025-02-05
318,madrid,centro,Alquiler,piso,496450.0,93.9,,2,buen estado,1974,sexto,1,0,0,0,0,6.06,2025-02-15
319,madrid,centro,Alquiler,piso,642456.0,116.8,4,1,buen estado,1997,bajo,0,0,0,0,0,5.64,2024-12-20
320,madrid,centro,Venta,dúplex,262010.0,47.9,4,2,buen estado,1941,cuarto,1,0,1,1,0,3.28,2025-02-23
321,madrid,salamanca,Alquiler,piso,,87.8,,1,reformado,2006,quinto,1,1,0,0,1,4.79,2025-01-20
322,madrid,retiro,Venta,piso,,,2,1,buen estado,2007,quinto,1,0,0,,0,6.19,2025-02-27
323,madrid,retiro,Venta,piso,454696.0,86.7,3,3,obra nueva,2020,noveno,1,1,0,1,0,4.66,2025-04-01
324,madrid,tetuán,Venta,chalet,452550.0,92.6,4,1,buen estado,1974,quinto,1,0,0,0,0,4.89,2025-02-28
325,madrid,retiro,Alquiler,piso,313448.0,50.7,3,1,buen estado,2003,octavo,1,0,0,1,0,7.43,2024-10-19
326,madrid,salamanca,Venta,estudio,,,1,1,obra nueva,2022,séptimo,1,1,0,1,0,5.1,2024-11-16
327,madrid,tetuán,Alquiler,piso,397018.0,85.6,2,1,reformado,1986,quinto,0,0,0,,0,3.58,2024-11-19
328,madrid,centro,Alquiler,estudio,282780.0,61.2,1,1,buen estado,1973,quinto,0,1,,1,1,2.07,2025-02-15
329,madrid,tetuán,Venta,estudio,394506.0,88.7,1,1,buen estado,1996,bajo,1,,0,0,1,3.59,2025-01-11
330,madrid,retiro,Venta,chalet,360710.0,69.1,,1,buen estado,1987,ático,1,0,0,0,0,5.34,2024-10-15
331,madrid,tetuán,Venta,chalet,467073.0,96.2,,,obra nueva,2022,noveno,1,0,1,1,0,4.72,2024-12-06
332,madrid,arganzuela,Venta,piso,143729.0,30.0,3,2,buen estado,1973,noveno,1,0,0,0,0,5.6,2025-01-14
333,madrid,chamberí,Alquiler,piso,221042.0,43.5,2,2,buen estado,1969,primero,0,1,0,1,0,6.0,2024-11-26
334,madrid,salamanca,Venta,piso,295334.0,56.1,3,1,buen estado,1976,tercero,0,1,0,1,,6.6,2025-01-22
335,madrid,tetuán,Alquiler,ático,452481.0,85.9,1,1,reformado,1980,bajo,0,0,0,1,0,3.55,2025-04-07
336,madrid,chamberí,Venta,piso,517901.0,96.7,3,,a reformar,1987,séptimo,1,1,0,0,0,4.56,2025-02-20
337,madrid,centro,Venta,piso,,,4,2,reformado,1977,quinto,0,,0,1,,6.8,2025-02-25
338,madrid,retiro,Venta,ático,358916.0,83.2,4,1,buen estado,1982,cuarto,0,1,,0,0,5.81,2025-03-14
339,madrid,centro,Venta,piso,441976.0,82.6,2,1,buen estado,1999,tercero,1,1,0,0,1,2.71,2024-12-24
340,madrid,retiro,Alquiler,estudio,277613.0,63.2,1,1,buen estado,1968,séptimo,1,1,1,0,0,5.92,2025-01-06
341,madrid,tetuán,Alquiler,dúplex,379147.0,64.7,2,1,buen estado,1986,primero,0,1,0,0,0,3.49,2025-03-04
342,madrid,arganzuela,Venta,ático,,,,1,buen estado,1996,quinto,1,0,0,0,0,5.33,2024-11-15
343,madrid,retiro,Venta,chalet,556799.0,100.6,1,1,buen estado,1978,séptimo,1,0,0,0,0,4.39,2025-03-25
344,madrid,retiro,Alquiler,piso,522887.0,107.8,,2,obra nueva,2020,octavo,1,1,0,1,0,5.12,2025-04-05
345,madrid,retiro,Venta,estudio,,,1,1,buen estado,1989,tercero,,0,0,0,0,5.0,2024-10-21
346,madrid,arganzuela,Alquiler,piso,278878.0,58.7,3,1,buen estado,1990,primero,1,0,,1,1,5.54,2025-01-22
347,madrid,retiro,Alquiler,piso,422609.0,90.6,4,,obra nueva,2018,octavo,1,1,0,1,0,4.95,2024-11-18
348,madrid,centro,Venta,ático,348881.0,74.4,,1,buen estado,1983,ático,0,1,,,0,4.74,2024-11-29
349,madrid,retiro,Venta,estudio,486650.0,88.3,1,1,reformado,2001,primero,0,1,0,1,0,5.36,2025-03-24
350,madrid,tetuán,Venta,estudio,472271.0,83.8,1,1,reformado,1978,bajo,0,0,1,0,0,4.82,2024-11-22
351,madrid,centro,Alquiler,piso,517522.0,94.5,1,1,reformado,2000,sexto,0,1,1,0,1,7.97,2025-02-12
352,madrid,chamberí,Alquiler,chalet,453007.0,96.4,3,3,reformado,1980,bajo,0,0,0,1,1,6.83,2024-10-11
353,madrid,retiro,Venta,piso,,65.8,1,1,a reformar,1960,cuarto,1,1,0,0,0,6.13,2025-02-02
354,madrid,arganzuela,Venta,piso,478562.0,97.5,2,1,reformado,2002,octavo,1,0,0,1,0,6.52,2025-02-05
355,madrid,retiro,Venta,piso,,,3,3,buen estado,1976,séptimo,1,0,0,1,1,4.67,2025-03-23
356,madrid,retiro,Alquiler,piso,395928.0,74.1,5,3,buen estado,1981,cuarto,1,0,0,0,0,5.94,2025-03-03
357,madrid,arganzuela,Alquiler,piso,598799.0,109.7,,1,reformado,2020,sexto,1,0,0,0,0,4.66,2025-01-26
358,madrid,tetuán,Venta,piso,182355.0,53.1,1,1,buen estado,1980,segundo,1,1,1,0,0,4.92,2025-02-08
359,madrid,retiro,Alquiler,piso,419231.0,83.2,3,1,buen estado,1980,séptimo,0,0,0,0,0,6.93,
360,madrid,retiro,Venta,estudio,,,1,1,buen estado,1960,ático,1,0,0,1,0,2.52,2025-01-09
361,madrid,arganzuela,Venta,estudio,476904.0,89.4,1,1,buen estado,1969,segundo,1,1,1,1,1,2.83,
362,madrid,arganzuela,Venta,ático,429831.0,76.8,7,1,obra nueva,2020,primero,0,1,0,1,1,,2025-03-21
363,madrid,retiro,Venta,piso,534829.0,104.8,4,1,a reformar,1987,séptimo,1,1,0,1,0,5.49,2024-11-17
364,madrid,centro,Alquiler,estudio,432135.0,98.2,1,1,buen estado,2001,octavo,0,0,0,1,0,7.33,2025-02-06
365,madrid,tetuán,Alquiler,dúplex,553692.0,107.8,4,1,obra nueva,2023,noveno,1,1,1,0,1,2.35,2024-10-29
366,madrid,tetuán,Venta,estudio,141967.0,30.9,1,1,buen estado,1984,noveno,1,0,0,0,0,6.34,2024-11-06
367,madrid,salamanca,Alquiler,ático,580937.0,119.2,1,1,buen estado,1996,octavo,1,0,,1,0,3.35,2024-11-16
368,madrid,chamberí,Venta,piso,481425.0,92.9,4,1,buen estado,1986,tercero,1,1,0,0,0,5.05,2025-03-07
369,madrid,centro,Venta,piso,,85.4,,1,obra nueva,2021,segundo,0,1,1,0,,7.61,2025-02-17
370,madrid,centro,Venta,piso,408482.0,81.1,,1,buen estado,1971,cuarto,,1,0,0,0,5.06,2024-10-14
371,madrid,centro,Venta,piso,354140.0,87.9,3,2,buen estado,1977,primero,1,0,0,0,1,2.9,2024-10-20
372,madrid,centro,Venta,piso,461455.0,79.2,2,2,a reformar,1984,primero,1,0,0,0,1,5.18,2025-02-06
373,madrid,salamanca,Venta,piso,339724.0,57.0,6,1,buen estado,1985,ático,1,1,0,0,0,4.55,2025-03-23
374,madrid,centro,Venta,ático,645448.0,101.4,2,2,buen estado,1987,sexto,1,0,0,1,0,3.64,2025-01-13
375,madrid,salamanca,Venta,estudio,424149.0,82.6,1,1,buen estado,1957,ático,1,1,0,0,1,4.08,2025-01-06
376,madrid,salamanca,Venta,piso,453596.0,83.4,1,1,buen estado,2002,tercero,1,1,0,0,0,8.69,2024-10-09
377,madrid,salamanca,Alquiler,piso,584498.0,107.9,1,1,obra nueva,2021,octavo,1,0,0,,0,4.68,2025-01-14
378,madrid,chamberí,Venta,piso,311457.0,67.9,2,1,buen estado,1995,primero,1,1,0,1,1,3.43,2024-10-17
379,madrid,arganzuela,Venta,dúplex,293637.0,56.3,3,1,reformado,2006,bajo,1,0,1,0,1,3.64,2024-12-09
380,madrid,chamberí,Venta,piso,511084.0,100.5,3,1,buen estado,1968,ático,1,0,1,1,1,6.88,2025-04-07
381,madrid,salamanca,Venta,piso,365765.0,74.5,2,2,buen estado,1987,octavo,1,0,,1,0,4.76,2024-12-03
382,madrid,salamanca,Venta,chalet,424747.0,87.3,4,1,buen estado,1985,noveno,0,0,0,1,0,5.78,2024-12-29
383,madrid,tetuán,Venta,estudio,446769.0,95.4,1,1,buen estado,1981,cuarto,0,0,0,1,1,4.18,2024-11-14
384,madrid,arganzuela,Venta,piso,425227.0,90.4,3,1,buen estado,1983,octavo,1,0,0,0,1,5.22,
385,madrid,arganzuela,Alquiler,estudio,373460.0,81.6,1,,buen estado,1970,séptimo,0,0,0,0,0,3.75,2024-10-21
386,madrid,retiro,Alquiler,estudio,,70.4,1,1,obra nueva,2020,sexto,1,1,0,,1,5.87,2025-01-21
387,madrid,chamberí,Venta,piso,285312.0,59.3,2,2,buen estado,1999,tercero,0,0,0,1,0,5.33,2024-12-05
388,madrid,retiro,Alquiler,piso,543914.0,105.5,2,1,buen estado,2003,bajo,1,0,0,1,0,7.67,2025-03-01
389,madrid,centro,Alquiler,piso,479400.0,97.9,5,1,buen estado,1997,tercero,0,0,0,0,1,5.13,2024-12-13
390,madrid,chamberí,Venta,piso,538435.0,115.5,2,1,buen estado,1999,quinto,1,1,1,0,0,3.86,
391,madrid,tetuán,Alquiler,piso,,67.5,1,1,buen estado,1988,ático,1,0,0,0,0,,2025-03-12
392,madrid,tetuán,Venta,piso,305658.0,68.4,4,4,obra nueva,2022,ático,1,1,1,1,1,6.83,2025-03-01
393,madrid,chamberí,Venta,ático,493386.0,100.7,1,1,buen estado,1980,bajo,1,0,1,0,1,6.11,2024-12-02
394,madrid,chamberí,Alquiler,piso,301584.0,64.9,2,1,a reformar,2007,séptimo,1,0,1,0,1,5.47,2024-12-10
395,madrid,arganzuela,Venta,piso,351267.0,66.5,5,2,reformado,1999,octavo,0,,0,,0,5.36,2024-12-30
396,madrid,retiro,Venta,piso,405417.0,93.8,4,1,buen estado,1982,cuarto,1,0,,1,0,5.18,2025-01-09
397,madrid,tetuán,Alquiler,piso,386043.0,75.8,2,1,obra nueva,2023,séptimo,1,1,0,1,0,7.1,2024-12-29
398,madrid,chamberí,Venta,piso,279937.0,67.9,3,1,buen estado,1976,tercero,1,0,0,0,1,4.11,2024-11-15
399,madrid,salamanca,Venta,ático,344210.0,74.4,1,1,buen estado,1995,sexto,1,0,0,0,1,5.85,2024-12-23
400,madrid,chamberí,Venta,piso,416693.0,93.3,1,1,buen estado,1997,tercero,0,1,0,1,1,5.25,2025-02-13
401,madrid,tetuán,Venta,estudio,391486.0,86.6,1,,buen estado,1982,séptimo,0,1,0,0,1,3.84,2025-03-22
402,madrid,arganzuela,Venta,piso,352811.0,69.9,2,1,obra nueva,2019,segundo,1,0,0,0,0,3.99,2025-02-25
403,madrid,centro,Venta,ático,357657.0,77.0,3,1,a reformar,1979,bajo,0,0,0,1,1,4.18,2025-02-20
404,madrid,salamanca,Alquiler,piso,499748.0,95.3,1,,obra nueva,2018,bajo,0,0,1,0,0,4.69,2025-01-22
405,madrid,chamberí,Alquiler,piso,381780.0,102.1,2,1,obra nueva,2018,tercero,1,1,0,0,0,,2025-02-15
406,madrid,centro,Venta,estudio,282089.0,62.4,1,1,buen estado,1973,noveno,0,0,0,0,0,5.46,2025-02-09
407,madrid,arganzuela,Venta,piso,355064.0,73.2,3,,buen estado,1976,bajo,1,,0,0,1,3.41,2024-10-13
408,madrid,tetuán,Alquiler,piso,173762.0,30.0,2,1,buen estado,1987,octavo,1,0,0,0,,5.88,2025-04-05
409,madrid,arganzuela,Venta,ático,421393.0,81.1,2,1,buen estado,1987,primero,1,1,,0,0,2.99,2025-02-20
410,madrid,chamberí,Venta,estudio,291203.0,54.5,1,1,buen estado,1947,quinto,0,1,1,0,1,,2024-12-16
411,madrid,centro,Venta,chalet,345560.0,86.1,3,2,buen estado,1996,tercero,1,0,0,0,1,4.44,2025-04-05
412,madrid,chamberí,Venta,dúplex,524096.0,95.7,4,1,buen estado,1991,ático,1,0,0,0,0,3.58,2024-10-17
413,madrid,salamanca,Venta,piso,484603.0,93.1,,1,buen estado,1991,ático,0,0,1,0,0,5.66,2024-10-11
414,madrid,arganzuela,Venta,piso,316813.0,80.0,6,1,buen estado,1977,quinto,1,1,0,1,0,4.01,2025-03-02
415,madrid,salamanca,Alquiler,ático,387959.0,84.8,,1,buen estado,1958,noveno,1,1,1,1,0,3.16,2025-02-07
416,madrid,retiro,Venta,piso,332452.0,75.1,1,1,reformado,1968,octavo,0,1,0,0,0,5.21,2025-03-02
417,madrid,arganzuela,Venta,ático,,,3,3,buen estado,1986,tercero,1,1,,0,0,,
418,madrid,chamberí,Alquiler,estudio,463404.0,115.4,1,1,buen estado,1965,primero,1,0,1,0,0,3.07,2024-12-24
419,madrid,chamberí,Venta,piso,529940.0,105.1,2,1,obra nueva,2023,octavo,0,,0,1,0,5.79,2025-01-01
420,madrid,centro,Alquiler,piso,159333.0,32.2,1,1,a reformar,1987,primero,1,0,0,,,4.45,2025-02-14
421,madrid,arganzuela,Alquiler,piso,465580.0,92.0,6,1,buen estado,1964,primero,1,1,0,0,0,6.44,2025-01-04
422,madrid,tetuán,Alquiler,chalet,281222.0,46.5,3,,buen estado,1982,quinto,1,0,0,0,0,6.9,2024-10-16
423,madrid,arganzuela,Venta,chalet,337963.0,78.0,3,2,buen estado,1978,quinto,0,1,0,0,0,3.79,2025-02-27
424,madrid,centro,Venta,estudio,623529.0,110.8,1,1,buen estado,1975,primero,0,1,0,0,0,5.86,2025-03-16
425,madrid,retiro,Alquiler,estudio,526487.0,103.2,1,1,buen estado,1995,segundo,1,1,0,0,1,4.23,2025-01-14
426,madrid,arganzuela,Alquiler,piso,511870.0,108.5,2,1,buen estado,1985,quinto,1,0,0,1,1,4.57,2024-11-05
427,madrid,salamanca,Venta,piso,434827.0,102.9,4,,buen estado,1982,cuarto,1,0,0,0,0,5.19,2024-11-04
428,madrid,chamberí,Venta,piso,,51.8,3,1,buen estado,2003,octavo,0,1,0,0,0,5.08,2025-01-21
429,madrid,salamanca,Venta,piso,417285.0,78.4,3,1,buen estado,1994,noveno,0,1,0,0,0,5.03,
430,madrid,centro,Venta,piso,434842.0,72.7,3,1,obra nueva,2023,octavo,1,1,0,0,1,6.37,2024-12-10
431,madrid,tetuán,Venta,estudio,464637.0,96.9,1,1,buen estado,1997,cuarto,,0,1,1,0,6.11,2024-12-25
432,madrid,retiro,Venta,piso,,84.7,1,1,buen estado,1973,sexto,,1,0,0,1,7.02,2024-12-24
433,madrid,centro,Alquiler,piso,327315.0,64.4,1,1,reformado,2004,ático,1,1,1,1,0,4.0,2025-02-12
434,madrid,tetuán,Venta,piso,590824.0,112.1,2,1,buen estado,2007,bajo,1,1,0,0,1,4.57,2025-01-18
435,madrid,retiro,Alquiler,piso,519506.0,111.4,1,1,reformado,1976,séptimo,1,0,1,0,0,4.07,2025-01-02
436,madrid,centro,Alquiler,ático,457056.0,95.4,2,2,a reformar,1965,segundo,1,0,0,0,0,4.9,2024-12-24
437,madrid,retiro,Venta,estudio,391296.0,80.9,1,1,buen estado,1993,segundo,1,,0,1,0,3.0,2025-01-18
